Round,Random #1 Points, Random #1 Deadwood, Random #2 Points, Random #2 Deadwood
1356,0,48,0,74
1357,0,48,0,68
1358,0,55,0,68
1359,0,55,0,62
1360,0,73,0,62
1361,0,73,0,59
1362,0,75,0,59
1363,0,75,0,61
1364,0,69,0,61
1365,0,69,0,62
1366,0,69,0,62
1367,0,69,0,67
1368,0,69,0,67
1369,0,69,0,46
1370,0,73,0,46
1371,0,73,0,53
1372,0,52,0,53
1373,0,52,0,46
1374,0,82,0,46
1375,0,82,0,39
1376,0,75,0,39
1377,0,75,0,39
1378,0,71,0,39
1379,0,71,0,43
1380,0,55,0,43
1381,0,55,0,72
1382,0,55,0,72
1383,0,55,0,75
1384,0,57,0,75
1385,0,57,0,58
1386,0,54,0,58
1387,0,54,0,58
1388,0,30,0,58
1389,0,30,0,69
1390,0,46,0,69
1391,0,46,0,70
1392,0,45,0,70
1393,0,45,0,77
1394,0,45,0,77
1395,0,45,0,73
1396,0,52,0,73
1397,0,52,0,71
1398,0,53,0,71
1399,0,53,0,67
1400,0,46,0,67
1401,0,46,0,68
1402,0,44,0,68
1403,0,44,0,68
1404,0,68,0,68
1405,0,68,0,66
1406,0,75,0,66
1407,0,75,0,68
1408,0,57,0,68
1409,0,57,0,65
1410,0,52,0,65
1411,0,52,0,71
1412,0,46,0,71
1413,0,46,0,68
1414,0,71,0,68
1415,0,62,0,70
1416,0,59,0,70
1417,0,59,0,67
1418,0,66,0,67
1419,0,66,0,68
1420,0,69,0,68
1421,0,69,0,75
1422,0,69,0,75
1423,0,69,0,78
1424,0,65,0,78
1425,0,65,0,79
1426,0,71,0,79
1427,0,71,0,73
1428,0,71,0,73
1429,0,71,0,76
1430,0,69,0,76
1431,0,69,0,73
1432,0,74,0,73
1433,0,74,0,72
1434,0,73,0,72
1435,0,73,0,68
1436,0,74,0,68
1437,0,74,0,71
1438,0,75,0,71
1439,0,75,0,79
1440,0,69,0,79
1441,0,69,0,56
1442,0,69,0,56
1443,0,69,0,56
1444,0,78,0,56
1445,0,78,0,50
1446,0,77,0,50
1447,0,77,0,43
1448,0,79,0,43
1449,0,79,0,71
1450,0,76,0,71
1451,0,76,0,68
1452,0,74,0,68
1453,0,74,0,75
1454,0,70,0,75
1455,0,70,0,56
1456,0,69,0,56
1457,0,69,0,16
1458,0,69,0,16
1459,0,69,0,26
1460,0,60,0,26
1461,0,60,0,54
1462,0,51,0,54
1463,0,51,0,50
1464,0,55,0,50
1465,0,55,0,45
1466,0,57,0,45
1467,0,57,0,67
1468,0,61,0,67
1469,0,61,0,60
1470,0,68,0,42
1471,0,68,0,51
1472,0,67,0,51
1473,0,67,0,73
1474,0,59,0,73
1475,0,59,0,71
1476,0,64,0,71
1477,0,64,0,68
1478,0,67,0,68
1479,0,67,0,51
1480,0,64,0,51
1481,0,64,0,50
1482,0,64,0,50
1483,0,64,0,71
1484,0,57,0,71
1485,0,57,0,74
1486,0,49,0,74
1487,0,49,0,70
1488,0,50,0,70
1489,0,50,0,72
1490,0,44,0,72
1491,0,44,0,67
1492,0,48,0,67
1493,0,48,0,60
1494,0,29,0,60
1495,0,29,0,56
1496,0,20,0,56
1497,0,20,0,56
1498,0,27,0,56
1499,0,27,0,53
1500,0,23,0,53
1501,0,23,0,58
1502,0,24,0,58
1503,0,24,0,61
1504,0,28,0,61
1505,0,28,0,52
1506,0,28,0,52
1507,0,28,0,28
1508,0,50,0,28
1509,0,50,0,35
1510,0,58,0,35
1511,0,58,0,38
1512,0,61,0,38
1513,0,61,0,57
1514,0,61,0,57
1515,0,61,0,60
1516,0,58,0,60
1517,0,58,0,63
1518,0,59,0,63
1519,0,59,0,55
1520,0,61,0,55
1521,0,61,0,56
1522,0,53,0,56
1523,0,53,0,63
1524,0,60,0,63
1525,0,60,0,60
1526,0,65,0,60
1527,0,65,0,61
1528,0,68,0,61
1529,0,68,0,59
1530,0,69,0,59
1531,0,69,0,59
1532,0,69,0,59
1533,0,71,0,46
1534,0,63,0,46
1535,0,63,0,54
1536,0,55,0,54
1537,0,55,0,73
1538,0,59,0,73
1539,0,59,0,68
1540,0,54,0,68
1541,0,54,0,45
1542,0,56,0,45
1543,0,56,0,45
1544,0,57,0,45
1545,0,57,0,59
1546,0,57,0,59
1547,0,57,0,71
1548,0,43,0,71
1549,0,43,0,75
1550,0,43,0,75
1551,0,43,0,71
1552,0,49,0,71
1553,0,49,0,69
1554,0,66,0,69
1555,0,66,0,69
1556,0,49,0,69
1557,0,49,0,53
1558,0,40,0,53
1559,0,40,0,59
1560,0,34,0,59
1561,0,34,0,60
1562,0,40,0,60
1563,0,40,0,50
1564,0,41,0,50
1565,0,41,0,51
1566,0,46,0,51
1567,0,46,0,71
1568,0,53,0,71
1569,0,53,0,71
1570,0,69,0,71
1571,0,69,0,62
1572,0,76,0,62
1573,0,76,0,55
1574,0,76,0,55
1575,0,76,0,58
1576,0,76,0,58
1577,0,76,0,66
1578,0,69,0,66
1579,0,69,0,71
1580,0,67,0,71
1581,0,67,0,68
1582,0,51,0,68
1583,0,51,0,75
1584,0,60,0,75
1585,0,60,0,67
1586,0,67,0,67
1587,0,67,0,63
1588,0,66,0,63
1589,0,66,0,66
1590,0,62,0,66
1591,0,62,0,63
1592,0,65,0,66
1593,0,65,0,61
1594,0,64,0,61
1595,0,64,0,70
1596,0,63,0,70
1597,0,63,0,66
1598,0,63,0,66
1599,0,63,0,68
1600,0,34,0,68
1601,0,34,0,68
1602,0,62,0,68
1603,0,62,0,67
1604,0,62,0,67
1605,0,62,0,67
1606,0,69,0,67
1607,0,69,0,58
1608,0,74,0,58
1609,0,74,0,43
1610,0,79,0,43
1611,0,79,0,38
1612,0,72,0,38
1613,0,72,0,51
1614,0,74,0,51
1615,0,74,0,50
1616,0,82,0,50
1617,0,82,0,44
1618,0,80,0,44
1619,0,80,0,45
1620,0,83,0,45
1621,0,83,0,49
1622,0,76,0,49
1623,0,76,0,52
1624,0,69,0,52
1625,0,69,0,55
1626,0,75,0,55
1627,0,75,0,53
1628,0,78,0,53
1629,0,78,0,46
1630,0,80,0,46
1631,0,80,0,44
1632,0,80,0,44
1633,0,80,0,47
1634,0,75,0,47
1635,0,75,0,52
1636,0,68,0,52
1637,0,68,0,54
1638,0,59,0,54
1639,0,59,0,63
1640,0,65,0,63
1641,0,65,0,58
1642,0,67,0,58
1643,0,67,0,54
1644,0,64,0,54
1645,0,64,0,48
1646,0,70,0,48
1647,0,70,0,55
1648,0,73,0,55
1649,0,73,0,54
1650,0,81,0,41
1651,0,81,0,45
1652,0,78,0,45
1653,0,78,0,43
1654,0,85,0,43
1655,0,85,0,38
1656,0,81,0,38
1657,0,81,0,33
1658,0,81,0,33
1659,0,81,0,40
1660,0,83,0,40
1661,0,83,0,38
1662,0,78,0,38
1663,0,78,0,38
1664,0,75,0,38
1665,0,75,0,68
1666,0,74,0,68
1667,0,74,0,38
1668,0,74,0,38
1669,0,74,0,36
1670,0,74,0,36
1671,0,74,0,44
1672,0,66,0,44
1673,0,66,0,44
1674,0,51,0,44
1675,0,51,0,45
1676,0,45,0,45
1677,0,45,0,44
1678,0,47,0,44
1679,0,47,0,73
1680,0,54,0,73
1681,0,54,0,66
1682,0,62,0,66
1683,0,62,0,73
1684,0,57,0,73
1685,0,57,0,44
1686,0,57,0,44
1687,0,57,0,72
1688,0,51,0,72
1689,0,51,0,71
1690,0,50,0,71
1691,0,50,0,68
1692,0,57,0,68
1693,0,57,0,61
1694,0,65,0,61
1695,0,65,0,52
1696,0,70,0,52
1697,0,70,0,51
1698,0,70,0,51
1699,0,70,0,55
1700,0,67,0,55
1701,0,67,0,59
1702,0,69,0,59
1703,0,69,0,43
1704,0,62,0,68
1705,0,62,0,68
1706,0,68,0,68
1707,0,68,0,62
1708,0,70,0,62
1709,0,70,0,64
1710,0,58,0,64
1711,0,58,0,64
1712,0,55,0,64
1713,0,55,0,68
1714,0,52,0,68
1715,0,52,0,69
1716,0,60,0,69
1717,0,60,0,60
1718,0,60,0,60
1719,0,60,0,62
1720,0,44,0,62
1721,0,44,0,62
1722,0,44,0,62
1723,0,44,0,58
1724,0,41,0,58
1725,0,41,0,43
1726,0,66,0,43
1727,0,66,0,35
1728,0,68,0,35
1729,0,68,0,34
1730,0,61,0,34
1731,0,61,0,42
1732,0,62,0,42
1733,0,62,0,46
1734,0,58,0,46
1735,0,58,0,50
1736,0,62,0,50
1737,0,62,0,20
1738,0,69,0,20
1739,0,69,0,50
1740,0,67,0,50
1741,0,67,0,50
1742,0,45,0,50
1743,0,45,0,46
1744,0,43,0,46
1745,0,43,0,54
1746,0,39,0,54
1747,0,39,0,44
1748,0,60,0,44
1749,0,60,0,44
1750,0,65,0,44
1751,0,65,0,63
1752,0,68,0,63
1753,0,68,0,55
1754,0,74,0,55
1755,0,74,0,52
1756,0,72,0,52
1757,0,72,0,37
1758,0,79,0,37
1759,0,56,0,52
1760,0,46,0,52
1761,0,46,0,57
1762,0,41,0,57
1763,0,41,0,79
1764,0,48,0,79
1765,0,48,0,80
1766,0,45,0,80
1767,0,45,0,80
1768,0,52,0,80
1769,0,52,0,83
1770,0,59,0,83
1771,0,59,0,78
1772,0,55,0,78
1773,0,55,0,85
1774,0,57,0,85
1775,0,57,0,87
1776,0,54,0,87
1777,0,54,0,87
1778,0,57,0,87
1779,0,57,0,84
1780,0,34,0,84
1781,0,34,0,84
1782,0,35,0,84
1783,0,35,0,83
1784,0,34,0,83
1785,0,34,0,81
1786,0,63,0,81
1787,0,63,0,81
1788,0,65,0,81
1789,0,65,0,74
1790,0,67,0,74
1791,0,67,0,77
1792,0,64,0,77
1793,0,64,0,73
1794,0,60,0,73
1795,0,60,0,68
1796,0,60,0,68
1797,0,60,0,68
1798,0,58,0,68
1799,0,58,0,64
1800,0,56,0,64
1801,0,56,0,64
1802,0,56,0,64
1803,0,56,0,49
1804,0,55,0,49
1805,0,55,0,49
1806,0,55,0,49
1807,0,55,0,48
1808,0,24,0,48
1809,0,24,0,45
1810,0,58,0,45
1811,0,58,0,53
1812,0,59,0,53
1813,0,59,0,49
1814,0,65,0,49
1815,0,65,0,46
1816,0,38,0,46
1817,0,38,0,46
1818,0,65,0,46
1819,0,65,0,49
1820,0,69,0,49
1821,0,69,0,45
1822,0,56,0,66
1823,0,56,0,67
1824,0,52,0,67
1825,0,52,0,62
1826,0,59,0,62
1827,0,59,0,63
1828,0,38,0,63
1829,0,38,0,63
1830,0,63,0,63
1831,0,63,0,63
1832,0,55,0,63
1833,0,55,0,66
1834,0,61,0,66
1835,0,61,0,51
1836,0,66,0,51
1837,0,66,0,46
1838,0,66,0,46
1839,0,66,0,61
1840,0,75,0,61
1841,0,75,0,63
1842,0,70,0,63
1843,0,70,0,71
1844,0,71,0,71
1845,0,71,0,66
1846,0,75,0,66
1847,0,75,0,71
1848,0,70,0,71
1849,0,70,0,77
1850,0,62,0,77
1851,0,62,0,60
1852,0,56,0,60
1853,0,56,0,85
1854,0,52,0,85
1855,0,52,0,87
1856,0,56,0,87
1857,0,56,0,82
1858,0,52,0,82
1859,0,52,0,85
1860,0,47,0,85
1861,0,47,0,85
1862,0,52,0,85
1863,0,52,0,76
1864,0,55,0,76
1865,0,55,0,73
1866,0,55,0,73
1867,0,55,0,75
1868,0,56,0,75
1869,0,56,0,78
1870,0,49,0,78
1871,0,49,0,78
1872,0,58,0,78
1873,0,58,0,82
1874,0,73,0,82
1875,0,73,0,75
1876,0,67,0,75
1877,0,67,0,75
1878,0,70,0,75
1879,0,70,0,68
1880,0,39,0,56
1881,0,39,0,69
1882,0,39,0,69
1883,0,39,0,61
1884,0,69,0,61
1885,0,69,0,68
1886,0,70,0,68
1887,0,70,0,74
1888,0,68,0,74
1889,0,68,0,67
1890,0,67,0,67
1891,0,67,0,67
1892,0,62,0,67
1893,0,62,0,75
1894,0,59,0,75
1895,0,59,0,71
1896,0,63,0,71
1897,0,63,0,71
1898,0,66,0,71
1899,0,66,0,48
1900,0,64,0,48
1901,0,64,0,44
1902,0,64,0,44
1903,0,64,0,49
1904,0,61,0,49
1905,0,61,0,76
1906,0,43,0,76
1907,0,43,0,79
1908,0,37,0,79
1909,0,37,0,79
1910,0,36,0,79
1911,0,36,0,79
1912,0,41,0,79
1913,0,41,0,51
1914,0,41,0,51
1915,0,41,0,51
1916,0,77,0,51
1917,0,77,0,46
1918,0,81,0,46
1919,0,81,0,39
1920,0,72,0,39
1921,0,72,0,38
1922,0,80,0,38
1923,0,80,0,32
1924,0,51,0,32
1925,0,51,0,38
1926,0,72,0,38
1927,0,72,0,43
1928,0,68,0,43
1929,0,68,0,42
1930,0,61,0,42
1931,0,68,0,68
1932,0,77,0,68
1933,0,77,0,66
1934,0,72,0,66
1935,0,72,0,66
1936,0,67,0,66
1937,0,67,0,66
1938,0,71,0,66
1939,0,71,0,66
1940,0,77,0,66
1941,0,77,0,67
1942,0,76,0,67
1943,0,76,0,60
1944,0,75,0,60
1945,0,75,0,61
1946,0,74,0,61
1947,0,74,0,53
1948,0,74,0,53
1949,0,74,0,54
1950,0,47,0,54
1951,0,47,0,38
1952,0,52,0,38
1953,0,52,0,42
1954,0,50,0,42
1955,0,50,0,40
1956,0,44,0,40
1957,0,44,0,51
1958,0,37,0,51
1959,0,37,0,59
1960,0,36,0,59
1961,0,36,0,55
1962,0,35,0,55
1963,0,35,0,33
1964,0,31,0,33
1965,0,31,0,43
1966,0,59,0,43
1967,0,59,0,47
1968,0,58,0,47
1969,0,58,0,42
1970,0,40,0,42
1971,0,40,0,46
1972,0,55,0,46
1973,0,55,0,62
1974,0,61,0,62
1975,0,61,0,64
1976,0,54,0,64
1977,0,54,0,64
1978,0,61,0,64
1979,0,61,0,64
1980,0,65,0,64
1981,0,65,0,67
1982,0,67,0,67
1983,0,67,0,64
1984,0,63,0,64
1985,0,63,0,71
1986,0,56,0,71
1987,0,56,0,62
1988,0,59,0,38
1989,0,59,0,56
1990,0,52,0,56
1991,0,52,0,61
1992,0,71,0,61
1993,0,71,0,65
1994,0,61,0,65
1995,0,61,0,66
1996,0,51,0,66
1997,0,51,0,66
1998,0,51,0,66
1999,0,51,0,66
2000,0,68,0,66
2001,0,68,0,58
2002,0,70,0,58
2003,0,70,0,56
2004,0,63,0,56
2005,0,63,0,65
2006,0,61,0,65
2007,0,61,0,67
2008,0,52,0,67
2009,0,52,0,62
2010,0,66,0,62
2011,0,66,0,55
2012,0,67,0,55
2013,0,67,0,54
2014,0,67,0,54
2015,0,67,0,61
2016,0,64,0,61
2017,0,64,0,65
2018,0,62,0,65
2019,0,62,0,60
2020,0,60,0,60
2021,0,60,0,65
2022,0,67,0,65
2023,0,67,0,58
2024,0,69,0,58
2025,0,69,0,59
2026,0,69,0,59
2027,0,69,0,62
2028,0,69,0,62
2029,0,69,0,66
2030,0,64,0,66
2031,0,64,0,64
2032,0,64,0,64
2033,0,64,0,58
2034,0,64,0,58
2035,0,64,0,59
2036,0,70,0,59
2037,0,70,0,65
2038,0,57,0,65
2039,0,57,0,62
2040,0,68,0,62
2041,0,68,0,55
2042,0,67,0,55
2043,0,67,0,56
2044,0,63,0,56
2045,0,63,0,53
2046,0,62,0,53
2047,0,62,0,56
2048,0,60,0,56
2049,0,60,0,59
2050,0,62,0,57
2051,0,62,0,41
2052,0,62,0,41
2053,0,62,0,26
2054,0,56,0,26
2055,0,56,0,48
2056,0,59,0,48
2057,0,59,0,54
2058,0,61,0,54
2059,0,61,0,49
2060,0,60,0,49
2061,0,60,0,43
2062,0,69,0,43
2063,0,69,0,37
2064,0,67,0,37
2065,0,67,0,55
2066,0,67,0,55
2067,0,67,0,64
2068,0,64,0,64
2069,0,64,0,62
2070,0,66,0,62
2071,0,66,0,60
2072,0,69,0,60
2073,0,69,0,53
2074,0,78,0,53
2075,0,78,0,61
2076,0,78,0,61
2077,0,78,0,62
2078,0,77,0,62
2079,0,77,0,60
2080,0,77,0,60
2081,0,77,0,68
2082,0,68,0,68
2083,0,68,0,74
2084,0,64,0,74
2085,0,64,0,73
2086,0,66,0,73
2087,0,66,0,57
2088,0,66,0,57
2089,0,66,0,57
2090,0,62,0,57
2091,0,62,0,55
2092,0,69,0,55
2093,0,69,0,49
2094,0,48,0,49
2095,0,48,0,65
2096,0,48,0,65
2097,0,48,0,63
2098,0,49,0,79
2099,0,49,0,80
2100,0,53,0,80
2101,0,53,0,80
2102,0,56,0,80
2103,0,56,0,84
2104,0,63,0,84
2105,0,63,0,78
2106,0,64,0,78
2107,0,64,0,76
2108,0,64,0,76
2109,0,64,0,71
2110,0,60,0,71
2111,0,60,0,72
2112,0,61,0,72
2113,0,61,0,67
2114,0,58,0,67
2115,0,58,0,74
2116,0,44,0,74
2117,0,44,0,77
2118,0,65,0,77
2119,0,65,0,71
2120,0,66,0,71
2121,0,66,0,73
2122,0,65,0,73
2123,0,65,0,38
2124,0,59,0,38
2125,0,59,0,38
2126,0,57,0,38
2127,0,57,0,45
2128,0,36,0,45
2129,0,36,0,52
2130,0,37,0,52
2131,0,37,0,89
2132,0,56,0,89
2133,0,56,0,85
2134,0,58,0,85
2135,0,58,0,88
2136,0,63,0,88
2137,0,63,0,86
2138,0,64,0,86
2139,0,64,0,82
2140,0,61,0,82
2141,0,61,0,75
2142,0,61,0,75
2143,0,61,0,79
2144,0,39,0,79
2145,0,39,0,83
2146,0,31,0,83
2147,0,31,0,85
2148,0,47,0,85
2149,0,47,0,82
2150,0,48,0,82
2151,0,48,0,78
2152,0,52,0,78
2153,0,52,0,71
2154,0,54,0,71
2155,0,54,0,72
2156,0,35,0,72
2157,0,35,0,73
2158,0,33,0,73
2159,0,33,0,72
2160,0,70,0,63
2161,0,70,0,60
2162,0,62,0,60
2163,0,62,0,59
2164,0,65,0,59
2165,0,65,0,58
2166,0,70,0,58
2167,0,70,0,51
2168,0,72,0,51
2169,0,72,0,52
2170,0,69,0,52
2171,0,69,0,59
2172,0,69,0,59
2173,0,69,0,61
2174,0,74,0,61
2175,0,74,0,54
2176,0,77,0,54
2177,0,77,0,57
2178,0,76,0,57
2179,0,76,0,55
2180,0,71,0,55
2181,0,71,0,60
2182,0,66,0,60
2183,0,66,0,67
2184,0,66,0,67
2185,0,66,0,67
2186,0,71,0,67
2187,0,71,0,67
2188,0,72,0,67
2189,0,72,0,59
2190,0,72,0,59
2191,0,72,0,59
2192,0,70,0,59
2193,0,70,0,59
2194,0,60,0,59
2195,0,60,0,61
2196,0,51,0,61
2197,0,51,0,70
2198,0,51,0,70
2199,0,51,0,70
2200,0,51,0,70
2201,0,51,0,70
2202,0,65,0,70
2203,0,65,0,64
2204,0,71,0,64
2205,0,71,0,65
2206,0,63,0,65
2207,0,63,0,73
2208,0,58,0,73
2209,0,58,0,80
2210,0,59,0,80
2211,0,59,0,83
2212,0,53,0,83
2213,0,53,0,76
2214,0,55,0,33
2215,0,55,0,35
2216,0,55,0,35
2217,0,55,0,36
2218,0,54,0,36
2219,0,54,0,36
2220,0,55,0,36
2221,0,55,0,45
2222,0,58,0,45
2223,0,58,0,58
2224,0,54,0,58
2225,0,54,0,58
2226,0,54,0,58
2227,0,54,0,63
2228,0,62,0,63
2229,0,62,0,56
2230,0,60,0,56
2231,0,60,0,63
2232,0,64,0,63
2233,0,64,0,59
2234,0,64,0,59
2235,0,64,0,50
2236,0,58,0,50
2237,0,58,0,50
2238,0,56,0,50
2239,0,56,0,45
2240,0,41,0,45
2241,0,41,0,36
2242,0,34,0,36
2243,0,34,0,52
2244,0,42,0,52
2245,0,42,0,55
2246,0,62,0,55
2247,0,62,0,62
2248,0,56,0,62
2249,0,56,0,67
2250,0,55,0,67
2251,0,55,0,47
2252,0,44,0,47
2253,0,44,0,39
2254,0,51,0,39
2255,0,51,0,43
2256,0,64,0,43
2257,0,64,0,38
2258,0,64,0,38
2259,0,64,0,36
2260,0,63,0,36
2261,0,63,0,23
2262,0,62,0,23
2263,0,62,0,29
2264,0,69,0,29
2265,0,69,0,29
2266,0,76,0,29
2267,0,76,0,44
2268,0,72,0,44
2269,0,72,0,54
2270,0,67,0,54
2271,0,67,0,50
2272,0,67,0,50
2273,0,67,0,58
2274,0,37,0,49
2275,0,37,0,47
2276,0,67,0,47
2277,0,67,0,56
2278,0,63,0,56
2279,0,63,0,83
2280,0,66,0,83
2281,0,66,0,78
2282,0,61,0,78
2283,0,61,0,71
2284,0,70,0,71
2285,0,70,0,74
2286,0,67,0,74
2287,0,67,0,73
2288,0,67,0,73
2289,0,67,0,67
2290,0,75,0,67
2291,0,75,0,68
2292,0,73,0,68
2293,0,73,0,68
2294,0,74,0,68
2295,0,74,0,68
2296,0,73,0,68
2297,0,73,0,70
2298,0,71,0,70
2299,0,71,0,70
2300,0,69,0,70
2301,0,69,0,70
2302,0,73,0,70
2303,0,73,0,66
2304,0,73,0,66
2305,0,73,0,71
2306,0,68,0,71
2307,0,68,0,70
2308,0,64,0,70
2309,0,64,0,63
2310,0,65,0,63
2311,0,65,0,61
2312,0,70,0,61
2313,0,70,0,64
2314,0,66,0,64
2315,0,66,0,35
2316,0,74,0,35
2317,0,74,0,37
2318,0,74,0,37
2319,0,74,0,42
2320,0,79,0,42
2321,0,79,0,34
2322,0,79,0,34
2323,0,79,0,41
2324,0,75,0,41
2325,0,75,0,40
2326,0,75,0,40
2327,0,75,0,40
2328,0,77,0,40
2329,0,77,0,33
2330,0,77,0,33
2331,0,77,0,56
2332,0,72,0,56
2333,0,72,0,58
2334,0,70,0,58
2335,0,70,0,58
2336,0,77,0,58
2337,0,77,0,56
2338,0,72,0,56
2339,0,59,0,77
2340,0,65,0,77
2341,0,65,0,73
2342,0,72,0,73
2343,0,72,0,74
2344,0,73,0,74
2345,0,73,0,78
2346,0,66,0,78
2347,0,66,0,78
2348,0,64,0,78
2349,0,64,0,70
2350,0,66,0,70
2351,0,66,0,65
2352,0,62,0,65
2353,0,62,0,66
2354,0,55,0,66
2355,0,55,0,41
2356,0,54,0,41
2357,0,54,0,69
2358,0,58,0,69
2359,0,58,0,73
2360,0,58,0,73
2361,0,58,0,69
2362,0,58,0,69
2363,0,58,0,61
2364,0,51,0,61
2365,0,51,0,56
2366,0,59,0,56
2367,0,59,0,55
2368,0,52,0,55
2369,0,52,0,62
2370,0,45,0,62
2371,0,45,0,62
2372,0,42,0,62
2373,0,42,0,40
2374,0,42,0,40
2375,0,42,0,45
2376,0,35,0,45
2377,0,35,0,49
2378,0,38,0,49
2379,0,38,0,79
2380,0,53,0,79
2381,0,53,0,79
2382,0,33,0,79
2383,0,33,0,81
2384,0,32,0,81
2385,0,32,0,76
2386,0,65,0,73
2387,0,65,0,73
2388,0,44,0,73
2389,0,44,0,64
2390,0,51,0,64
2391,0,51,0,64
2392,0,81,0,64
2393,0,81,0,57
2394,0,81,0,57
2395,0,81,0,57
2396,0,52,0,57
2397,0,52,0,65
2398,0,43,0,65
2399,0,43,0,66
2400,0,39,0,66
2401,0,39,0,62
2402,0,69,0,62
2403,0,69,0,48
2404,0,36,0,48
2405,0,36,0,45
2406,0,29,0,45
2407,0,29,0,49
2408,0,37,0,49
2409,0,37,0,49
2410,0,62,0,49
2411,0,62,0,45
2412,0,60,0,45
2413,0,60,0,47
2414,0,34,0,47
2415,0,34,0,47
2416,0,26,0,47
2417,0,26,0,46
2418,0,34,0,46
2419,0,34,0,57
2420,0,26,0,57
2421,0,26,0,59
2422,0,26,0,59
2423,0,26,0,50
2424,0,52,0,50
2425,0,52,0,53
2426,0,53,0,53
2427,0,53,0,57
2428,0,53,0,57
2429,0,53,0,66
2430,0,46,0,66
2431,0,46,0,59
2432,0,47,0,59
2433,0,47,0,55
2434,0,55,0,55
2435,0,55,0,58
2436,0,52,0,58
2437,0,52,0,60
2438,0,60,0,60
2439,0,63,0,74
2440,0,67,0,74
2441,0,67,0,69
2442,0,72,0,69
2443,0,72,0,63
2444,0,65,0,63
2445,0,65,0,59
2446,0,67,0,59
2447,0,67,0,66
2448,0,65,0,66
2449,0,65,0,61
2450,0,74,0,61
2451,0,74,0,70
2452,0,65,0,70
2453,0,65,0,70
2454,0,66,0,70
2455,0,66,0,69
2456,0,62,0,69
2457,0,62,0,48
2458,0,62,0,48
2459,0,62,0,45
2460,0,58,0,45
2461,0,58,0,30
2462,0,50,0,30
2463,0,50,0,30
2464,0,50,0,30
2465,0,50,0,52
2466,0,46,0,52
2467,0,46,0,66
2468,0,51,0,66
2469,0,51,0,60
2470,0,51,0,60
2471,0,51,0,69
2472,0,42,0,69
2473,0,42,0,74
2474,0,44,0,74
2475,0,44,0,75
2476,0,46,0,75
2477,0,46,0,47
2478,0,45,0,47
2479,0,45,0,73
2480,0,44,0,73
2481,0,44,0,66
2482,0,44,0,66
2483,0,44,0,64
2484,0,45,0,64
2485,0,45,0,64
2486,0,48,0,64
2487,0,48,0,68
2488,0,55,0,68
2489,0,55,0,61
2490,0,55,0,61
2491,0,55,0,69
2492,0,53,0,69
2493,0,53,0,70
2494,0,57,0,70
2495,0,57,0,66
2496,0,49,0,66
2497,0,73,0,58
2498,0,75,0,58
2499,0,75,0,60
2500,0,49,0,60
2501,0,49,0,69
2502,0,54,0,69
2503,0,54,0,61
2504,0,60,0,61
2505,0,60,0,59
2506,0,52,0,59
2507,0,52,0,64
2508,0,78,0,64
2509,0,78,0,67
2510,0,86,0,67
2511,0,86,0,69
2512,0,64,0,69
2513,0,64,0,65
2514,0,90,0,65
2515,0,90,0,65
2516,0,90,0,65
2517,0,90,0,74
2518,0,82,0,74
2519,0,82,0,69
2520,0,82,0,69
2521,0,82,0,67
2522,0,79,0,67
2523,0,79,0,70
2524,0,85,0,70
2525,0,85,0,61
2526,0,85,0,61
2527,0,85,0,61
2528,0,88,0,61
2529,0,88,0,58
2530,0,93,0,58
2531,0,93,0,35
2532,0,88,0,35
2533,0,88,0,42
2534,0,81,0,42
2535,0,81,0,42
2536,0,81,0,42
2537,0,81,0,56
2538,0,79,0,56
2539,0,79,0,57
2540,0,79,0,57
2541,0,79,0,50
2542,0,75,0,50
2543,0,75,0,56
2544,0,66,0,56
2545,0,66,0,59
2546,0,63,0,59
2547,0,63,0,68
2548,0,54,0,68
2549,0,54,0,70
2550,0,61,0,70
2551,0,61,0,69
2552,0,60,0,69
2553,0,60,0,69
2554,0,64,0,69
2555,0,64,0,66
2556,0,65,0,66
2557,0,65,0,66
2558,0,65,0,66
2559,0,65,0,65
2560,0,62,0,65
2561,0,62,0,35
2562,0,65,0,35
2563,0,65,0,32
2564,0,68,0,32
2565,0,68,0,16
2566,0,59,0,51
2567,0,59,0,49
2568,0,62,0,49
2569,0,62,0,43
2570,0,61,0,43
2571,0,61,0,43
2572,0,68,0,43
2573,0,68,0,57
2574,0,60,0,57
2575,0,60,0,64
2576,0,55,0,64
2577,0,55,0,73
2578,0,54,0,73
2579,0,54,0,71
2580,0,54,0,71
2581,0,54,0,69
2582,0,61,0,69
2583,0,61,0,61
2584,0,54,0,61
2585,0,54,0,70
2586,0,48,0,70
2587,0,48,0,67
2588,0,49,0,67
2589,0,49,0,68
2590,0,54,0,68
2591,0,54,0,63
2592,0,54,0,63
2593,0,54,0,62
2594,0,51,0,62
2595,0,51,0,63
2596,0,55,0,63
2597,0,55,0,56
2598,0,61,0,56
2599,0,61,0,48
2600,0,68,0,48
2601,0,68,0,44
2602,0,65,0,44
2603,0,65,0,58
2604,0,68,0,58
2605,0,68,0,65
2606,0,65,0,65
2607,0,65,0,65
2608,0,73,0,65
2609,0,73,0,67
2610,0,66,0,67
2611,0,66,0,48
2612,0,61,0,48
2613,0,55,0,58
2614,0,48,0,58
2615,0,48,0,57
2616,0,72,0,57
2617,0,72,0,61
2618,0,75,0,61
2619,0,75,0,59
2620,0,75,0,59
2621,0,75,0,66
2622,0,73,0,66
2623,0,73,0,64
2624,0,72,0,64
